Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Congo, Dem. Rep.",COD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.05E-14,1.11E-14,1.35E-14,2.53E-14,2.62E-14,3.64E-14,3.82E-14,6.06E-14,9.69E-14,1.14E-13,1.11E-13,1.20E-13,1.32E-13,1.56E-13,1.84E-13,2.07E-13,3.25E-13,4.47E-13,5.74E-13,1.16E-12,1.75E-12,2.33E-12,3.35E-12,5.97E-12,1.13E-11,1.42E-11,1.83E-11,3.18E-11,6.09E-11,1.28E-10,2.68E-10,6.52E-09,2.58E-07,4.54E-06,0.001218579,0.006902121,0.050950685,0.149103528,0.189265125,1.025632428,28.00102347,48.4584904,63.82926247,72.39224751,77.00034581,100,113.3252254,136.2979088,164.1917073,217.8133188,263.0887034,299.3730032,317.1557363,325.945046,329.1837359,325.3787086,339.5302393,485.7613629,632.1607675,
"Congo, Rep.",COG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,18.92249994,20.11347389,20.96906485,22.59917839,23.47058988,24.18068915,26.60537349,28.07293981,27.77965288,28.61217947,29.67382157,32.14061189,34.52794393,37.23444398,40.25555043,43.59869521,47.38120959,54.26310828,53.81362358,63.01661308,75.710685,96.75002335,102.5983089,109.1013709,122.3150685,125.3711596,88.79705436,95.56918088,89.61870633,101.0397682,100,98.5193643,96.97333104,95.87672887,131.1141359,135.5666795,159.9577335,167.8988634,137.304182,177.6102941,261.158324,224.7914838,220.8825227,211.4916207,247.0375214,299.7292756,355.2372583,359.2246293,449.1302035,356.4869727,430.3584712,476.2789542,470.7067861,453.4871855,427.7791611,300.7669655,327.7551934,319.7242931,390.8166211,
Colombia,COL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.031872166,0.034495044,0.036788287,0.045330755,0.052737746,0.057275555,0.065939827,0.073015291,0.079201421,0.08588971,0.096098393,0.106484131,0.120297583,0.144550898,0.181233797,0.222567722,0.279228029,0.360630866,0.422298496,0.523821697,0.668479961,0.820665289,1.023915008,1.232820042,1.506262322,1.881073229,2.429762093,2.997766036,3.829647797,4.77502761,7.274090987,9.238515562,11.33236829,14.14750743,17.27359419,20.52983205,23.99288188,28.03324791,32.17461235,36.23599463,48.43860008,51.59604518,54.67539548,58.40918636,62.66314691,65.52048608,69.30987031,72.86552096,78.50635374,81.83860599,84.90063434,89.98693706,93.29928571,95.62180728,97.60927162,100,105.1483343,110.5218655,114.578307,
Comoros,COM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,29.61747046,33.93200117,36.14766104,41.64480438,44.20998428,47.33622911,50.83545395,52.47399269,53.49057459,56.67896333,57.91224787,62.61408834,58.37853998,60.0323011,65.68549443,71.15116767,73.42708031,74.10581568,75.10376489,79.46831536,75.92400901,82.47623883,85.91603897,90.30792012,93.36787912,93.66281113,96.57643986,100,103.1092199,104.1669113,105.8892482,109.160068,113.7865873,115.7430501,116.7171594,116.1427293,118.1342949,118.6098479,119.989051,
Cabo Verde,CPV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,37.78534244,41.40441317,48.60602713,53.74067942,58.45190654,60.59513797,71.31647564,76.28180335,80.40987542,83.29245611,85.24592268,89.33126445,85.65452814,127.9285384,90.60863377,89.20700944,88.7198179,87.97874886,87.68314864,94.35765848,86.90236226,91.3824702,91.05056089,95.53124983,89.48168856,87.87559677,91.95282315,100,103.5459326,105.7976644,106.3320336,109.1779158,109.7816653,111.3497986,111.1863658,113.116857,112.8547802,113.6280029,115.3614916,
Costa Rica,CRI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.128707958,0.129372366,0.133471925,0.133384113,0.136386825,0.137252199,0.140064659,0.143255052,0.14610945,0.15278382,0.163963736,0.167970271,0.178742354,0.205268472,0.252917498,0.314985702,0.367278941,0.429491506,0.463457762,0.505864,0.601116069,0.848187689,1.562123292,2.014069112,2.350308008,2.833183833,3.344571348,3.683857484,4.377869468,5.04542099,5.981240645,9.818214443,11.75160485,12.97109946,15.00211198,18.18526904,20.95999844,24.02133496,26.93966365,30.01105807,32.8364754,36.04099613,39.59499993,43.84058745,49.73533858,56.25220598,63.58608646,70.28505737,78.30999021,86.00574615,91.657023,95.82594358,100,104.0132442,110.0434661,114.199714,116.4876736,119.4577783,122.3098429,
Caribbean small states,CSS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,39.36641095,44.03415826,47.09834286,48.62976618,54.39671235,56.75165821,57.04857944,54.65600516,59.75060894,61.50011515,64.81824843,63.17384336,61.7666147,62.75278287,64.37455937,62.98565561,60.5203586,60.88982655,61.64073231,62.0258907,65.28924312,60.46577604,62.73065552,74.63410594,94.24946534,104.153828,101.3712368,100.0001025,101.299209,105.1375332,106.9681497,107.4547897,112.3259041,115.6659267,116.3668374,116.8091254,128.9170467,133.5448793,133.0847737,133.928764,135.5386528,141.3990285,145.5194779,149.3871386,154.5607849,159.8770642,166.7944505,173.6583529,175.4020167,
Curacao,CUW,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.7899978,102.2073382,103.8630988,105.2964088,109.6135614,113.0444674,116.4357988,124.4698704,126.710327,130.2328748,133.2712077,137.5145614,139.3466692,141.435058,140.7519288,140.8183602,143.0510372,146.7483705,
Cayman Islands,CYM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.45637147,42.41829768,43.89393556,44.76152327,45.90471316,46.66973373,48.72307209,52.28073097,91.24115507,93.43763545,96.28519256,96.87039985,96.67042988,96.22658305,97.44039784,98.78332464,99.65926441,100,100.9226915,102.8026755,,
Cyprus,CYP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,15.76268178,17.02822722,18.54320913,20.59650689,23.30220924,26.60025094,29.89571674,32.99070083,34.65495107,37.49039136,39.6152375,41.25953486,42.85291567,44.22150609,46.32279882,48.83957436,50.73846002,53.80376436,56.38803071,59.36023385,67.43192379,69.2128084,70.7610348,72.15197011,73.8129027,75.8378903,78.61378819,78.84680353,83.09481226,85.34607357,87.06963336,89.75680253,93.47112614,97.89683452,98.15441976,100,101.6171066,103.3194676,102.342164,100.8872276,99.93942062,99.11601652,100.845794,102.2214577,
Czech Republic,CZE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.66637108,33.59371992,37.74498412,45.67475344,51.31191626,55.98508062,61.56863328,66.71871762,73.35210859,75.55130368,76.88576933,80.64448867,82.83435659,83.79197915,87.03673426,87.10084548,87.70264618,90.78815414,92.65307003,95.06086152,93.70581683,93.72545065,95.09381849,96.45546489,98.847538,100,101.2655112,102.7257248,105.3387387,
Germany,DEU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,32.07914346,34.52400291,36.0885814,38.36198653,41.15293238,43.48491418,44.92261,46.31553357,47.95780913,50.00951167,52.73562487,54.93746312,57.45418047,59.06745855,60.24239674,61.52238241,63.36777281,64.17866712,65.26358265,67.14256475,69.42315832,71.56491812,75.35859887,78.28724224,79.88858574,81.47893962,81.95736879,82.18784388,82.74952991,83.02964427,82.63721082,83.7022341,84.85616877,85.98895219,86.93550137,87.29630956,87.64468656,89.18963529,89.99853567,91.65943342,92.25169841,93.23926569,94.6335881,96.49681201,98.29343739,100,101.1770068,102.2366637,103.7825082,
Djibouti,DJI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.3317688,103.8446974,103.9999973,104.5797012,105.9404776,
Dominica,DMA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,26.62642188,29.99986363,35.3874702,41.30067192,42.0267223,44.00822878,47.29101149,50.21260694,54.19657991,57.25406856,60.51404082,63.2364824,68.55303385,70.75169423,76.16611577,79.50655552,81.63742942,87.87449784,88.56341455,91.45460357,92.77613197,95.13263389,97.54519153,95.80653925,97.80328666,98.57667487,95.50176561,99.12308292,97.68730228,100,101.5251689,103.0567132,111.3052154,111.6354574,113.5172241,111.2908237,115.2594065,115.2034121,123.0615565,127.8700112,123.7718146,128.2614882,
Denmark,DNK,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,11.12492501,11.62045373,12.27498642,13.15410891,14.3421018,15.40998416,16.88951981,18.68323761,21.16183868,23.98817329,26.23828515,28.56716229,31.12527607,33.32538018,36.26152935,40.1393219,44.21126996,47.47664386,50.30596252,52.46456823,53.67943037,56.23172024,58.44982486,61.35202533,62.94867941,64.62276979,65.69286541,66.07383001,67.10821741,67.96880688,69.33782348,70.73423145,71.60577826,72.81215927,75.0096115,76.89866421,78.70397377,79.87023274,81.54409962,83.91411693,85.65632471,87.73972684,91.36749515,91.85084953,94.81218789,95.41769972,97.6840453,98.55164656,99.56880655,100,100.2545952,101.3910108,102.2484569,
Dominican Republic,DOM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.504470849,0.502362462,0.540743903,0.579625569,0.591833967,0.585579115,0.571767001,0.581980518,0.605449045,0.622586183,0.635733375,0.64326198,0.694899078,0.726213987,0.854820511,0.999685138,1.028348625,1.137110434,1.149028021,1.276694044,1.453955408,1.559254047,1.676385605,1.786966675,2.219131887,3.070552634,3.358793733,3.843230832,5.516414868,6.818774797,10.25947831,20.82278504,21.98225811,23.07780177,25.41693907,27.87028013,28.89304607,31.62382402,33.68085929,34.97223544,37.49295122,39.75780248,42.50930834,56.73357783,82.35804149,87.11936728,92.90517771,100,110.3916875,114.2533505,120.4726326,130.1836366,136.8206347,143.2413797,149.4312536,153.1250238,156.1778444,162.7082258,169.4142285,
Algeria,DZA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.609943566,1.665836304,1.705004764,1.714370899,1.74343262,1.769607322,1.801775501,1.825415535,1.882771119,1.918940743,2.01374497,2.359141779,2.250468832,2.467135232,3.673480241,3.890730675,4.312508941,4.82686617,5.313661467,6.056927821,7.623372842,8.717631741,8.886735856,9.491460093,10.29192291,10.80369149,11.06355736,12.04179936,13.1329024,15.23566045,19.84591014,30.52074819,37.2127624,42.28278717,54.5776269,70.17429583,87.03149785,93.12541117,90.20957195,100,122.67238,122.0976803,123.7084671,134.0239837,150.4332052,174.6919393,193.1217697,205.4686823,236.919867,210.4854773,244.4056106,288.9631748,310.5172301,310.2213702,309.2874991,289.3211363,293.8016224,307.6058051,330.8485181,
East Asia & Pacific (excluding high income),EAP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,20.87508223,18.51193045,16.66189157,19.60861798,22.45731512,23.12981701,23.61951085,23.73127541,23.54729978,27.11429245,23.33554145,21.1235724,23.26754018,24.9422177,38.03178352,40.15237071,43.96432179,52.47613018,53.67777964,61.52249779,74.83331603,86.42607867,78.49028573,67.7804234,65.12251243,63.53343219,54.83543569,50.06419676,44.24984048,46.62516236,49.33577642,52.73467612,55.00397022,56.45704909,64.93052914,68.32156059,69.33965761,74.19771401,71.39105249,52.6152108,48.55643831,62.35339991,69.8889794,77.29237981,80.58646178,86.81797998,93.76420914,100,113.8473189,114.5936308,123.148137,130.1215933,136.608484,140.8365836,145.1049222,141.4903285,144.1809748,146.9873107,150.6934197,
"Egypt, Arab Rep.",EGY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.744640403,0.756628901,0.759625355,0.766578746,0.773188917,0.815440271,0.837874645,0.861603366,0.877124557,0.884196902,0.994864522,1.008063685,1.042328714,1.118967132,1.224429559,1.342756953,1.497620859,1.682396079,1.843024892,2.276133266,2.559076354,2.502821832,3.121791169,3.51862903,3.808826292,4.249737614,4.796898626,5.395041786,6.118924449,7.289927794,8.583383427,9.967477281,11.79658718,12.79093394,13.87162352,15.45295274,16.55129724,18.18594927,18.61835322,18.78953695,19.53067276,19.89544711,20.52525322,21.91635094,24.47396901,25.9944705,27.90765774,31.4228337,35.25767144,39.20143318,43.16346897,48.19761415,57.58789625,62.60534225,69.64695606,76.56351847,81.34541792,100,121.4262259,
Euro area,EMU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.88534454,52.15384998,57.59461655,63.24467169,68.98402134,71.67243314,78.20119926,80.01434203,100,115.0772699,133.6607154,162.8961121,203.2931843,218.7916252,243.7207512,261.4836275,303.5203111,393.0724828,438.5657384,497.0741384,,,,,,,,
Spain,ESP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.55180989,2.614747467,2.774138332,2.991779878,3.178895354,3.470236874,3.75388513,4.074381298,4.315223277,4.536734504,4.947999949,5.336221081,5.790756371,6.476937564,7.509692336,8.769952543,10.21611084,12.6049512,15.20548402,17.78002055,20.15451152,22.64383401,25.71939276,28.7759486,31.90237878,34.6445412,38.41345726,40.69682933,43.11264449,46.08577614,49.46213584,52.89240395,56.44189216,59.00279698,61.29201228,64.31562676,66.54103021,68.10867104,69.85679177,71.63197233,74.01710554,77.05794023,80.20544867,83.36036625,86.5965514,90.14791398,93.73542713,96.93784846,99.12306798,99.26571132,99.41797368,99.39833788,99.28446939,99.68005799,99.45740415,100,100.3228988,101.7084792,102.8202611,
Estonia,EST,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.77613946,23.43106905,30.80212738,37.74431165,41.48745309,44.34577335,47.31090263,49.06658407,52.38486953,54.90653606,57.04568566,59.71248059,63.24049292,68.94664466,77.50713237,82.85579651,82.71072267,84.22126142,88.75726829,92.32802198,96.06105944,98.89363158,100,101.709035,105.4113383,110.1852044,
Ethiopia,ETH,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,6.259098629,6.526395409,6.702795935,6.519542839,8.591959677,8.138892286,7.640833424,7.87811979,8.318091659,8.590207597,10.22958773,11.81847043,13.39941116,13.79215886,15.54464147,15.5818146,15.61401529,15.59057134,15.93710655,17.44550889,16.44146135,15.84604464,17.86926419,18.56819588,20.40190028,22.75879916,26.67799626,34.76454327,43.15893427,43.78239628,52.56596593,70.19732947,73.63838803,81.7251999,90.58138615,99.99997124,106.722087,120.0814156,
European Union,EUU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.163872208,6.493132579,6.751166095,7.098622292,7.608002987,7.990175035,8.36761841,8.983647863,10.06741417,10.48524466,11.22641081,12.05313464,13.04680348,14.84361487,18.11980815,20.57830251,23.27913907,25.47172266,27.37043336,29.64354229,32.49987061,36.29670612,39.59737052,42.85498776,46.48823927,48.92877189,51.27193902,53.48432901,57.61287001,61.39513134,64.602523,65.59732576,66.19780467,67.38509132,68.64747758,71.53095947,71.474879,72.96155652,75.22198958,75.91926756,77.16269479,79.71188355,80.46461173,80.61749839,81.1031566,81.85674,82.61038153,84.88514415,87.46328809,89.01496675,89.30246412,91.64546427,94.37079204,96.78538949,98.36459421,100,100.1885816,100.9328664,103.0847318,
Fiji,FJI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.043810977,5.074526713,5.14569821,5.095822528,5.2558692,5.673759925,5.814632389,5.605409266,5.789890843,6.165899777,6.587110136,6.808388334,7.810948839,9.060501567,11.74655183,14.60315449,15.75847535,15.75342795,16.4516017,17.79098423,20.87090684,21.07506836,23.62695742,25.23981621,25.99890275,28.13691608,28.99325471,31.12136261,33.40194092,34.35332723,36.6479472,38.84430692,41.27795383,44.26513063,44.63767094,45.1540861,46.46174456,48.06495891,51.66386136,55.18273545,52.60761897,54.3757953,56.18053704,60.60409761,61.96109202,66.18543672,68.65091453,70.67958777,71.63799353,72.63425954,75.70653255,82.81639082,85.77833023,88.88461794,99.99999954,102.3716039,105.0016486,106.7117482,107.6648042,
France,FRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,9.972480092,10.29875739,10.80301479,11.39999128,11.85529626,12.21117844,12.57407892,12.95650291,13.52649498,14.52691234,15.31495945,16.21860165,17.32227316,18.68373119,20.89446953,23.76816954,26.3230597,28.63294967,31.28982721,34.51589978,38.54975137,43.05697768,48.26461796,52.92232005,56.66262036,59.75286288,62.77347263,64.31510187,66.3689412,68.54932521,70.37079238,72.16319618,73.58268647,74.77730357,75.46894089,76.31775737,77.35421209,78.03353807,78.77506166,78.93561401,80.16171323,81.77162833,83.46219602,85.01406557,86.39356793,88.06644235,89.96456251,92.26462982,94.44860175,94.51153049,95.52251794,96.4280334,97.54835843,98.30738272,98.8745615,100,100.5225594,100.9818339,101.7794246,
Faroe Islands,FRO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,67.31253749,69.17605216,72.08092486,75.48855388,79.22497309,83.26653307,85.78998073,88.37416481,90.68517689,92.72358844,94.4571191,95.07222491,97.91608858,97.14781453,98.19598849,99.28483598,99.37832728,99.01646834,100,102.0970037,103.5107167,106.7966065,112.1418148,118.1543808,122.4115075,124.3647422,133.2225826,134.0711602,138.1253372,130.8732811,136.1707743,146.3442359,160.0805837,
Gabon,GAB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.50015697,5.680476646,5.758919518,4.587393625,6.126032659,5.938630752,6.184159053,6.569106541,6.99352831,7.340346114,7.309502019,7.784924134,7.218417648,9.727370279,16.09008871,16.79358684,19.25635546,21.14264643,21.74713035,25.8753916,35.39264576,39.08836944,45.69572249,47.03225022,52.68092559,52.0086897,41.18577808,41.59486951,42.68263125,45.98115557,53.04300646,47.01408396,47.11463155,46.87459156,68.6953903,69.61530091,79.05699914,79.80530276,65.61081121,78.20240237,100.1689439,100,100.8558078,100.6368293,108.4515594,130.2443286,143.0970177,149.1519701,179.6967409,147.2173904,171.6029503,193.3643113,187.6757214,176.1187914,174.619333,159.030764,152.2405417,158.0453901,169.3406718,
United Kingdom,GBR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.112859095,5.286072357,5.464170988,5.551004754,5.7366754,6.057616528,6.35902512,6.535089065,6.794039134,7.2042417,7.87042055,8.500597761,9.113364618,9.881659831,11.36731092,14.29770839,16.45875637,18.71804431,20.86308181,23.79947585,28.48789968,31.77841249,34.13081051,35.87926374,37.68135085,39.73985616,41.46666648,43.76088836,46.43347329,50.12269663,54.07249546,57.53459951,59.46311255,61.06650842,61.88837368,68.17098158,70.97974777,71.73814011,72.4198822,73.07758431,74.43731617,75.17884958,76.76735788,78.49939663,80.4996293,82.51902851,84.80257043,86.99447893,89.49755714,90.97720273,92.37230297,94.25683102,95.82318238,97.63960277,99.42234814,100,102.140283,104.0709282,106.0481451,
Georgia,GEO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,2.98E-05,2.98E-05,3.01E-05,3.01E-05,3.12E-05,3.11E-05,3.19E-05,3.16E-05,3.16E-05,3.21E-05,3.24E-05,3.25E-05,3.30E-05,3.31E-05,3.40E-05,3.43E-05,3.55E-05,3.68E-05,3.58E-05,3.60E-05,3.43E-05,3.66E-05,3.75E-05,3.65E-05,3.88E-05,4.74E-05,7.69E-05,0.001084418,0.168566111,10.35264775,27.1990068,38.90370294,41.4467116,44.32178774,48.63285722,50.90902429,53.64599682,56.82144438,58.76725742,63.72241604,68.77983722,74.59104558,81.65050524,89.48534698,87.57393076,100,108.7142297,109.1872874,110.6795714,115.3995321,122.1568639,125.364385,136.0647575,142.0561772,
Ghana,GHA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.000431671,0.000446653,0.000455319,0.000486033,0.00053432,0.000625189,0.000676158,0.000649934,0.000731933,0.000812715,0.000836196,0.000879528,0.001015613,0.001227698,0.001529328,0.001979922,0.002535264,0.004240249,0.007348635,0.010137403,0.015320266,0.02690753,0.034412195,0.076760261,0.10386617,0.125312888,0.177575624,0.247187927,0.32975575,0.423057867,0.554910565,0.666122184,0.74039536,0.975524287,1.269439286,1.815873624,2.539276689,3.033373403,3.550517011,4.0465656,5.148450022,6.941034473,8.524880303,10.97189667,12.54638042,14.42378544,26.07165291,30.92825134,36.93150875,42.71740894,49.80663839,56.73714353,65.36418435,100,122.164,138.7641355,159.9248068,176.4814261,194.5005378,
Gibraltar,GIB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,4.021754894,5.11808488,6.226336511,7.615779206,8.931723492,11.23777576,14.18434457,14.27991262,14.48383001,15.34581173,15.5830531,15.80653382,16.33204424,17.02251004,18.09494928,18.41204993,18.4917322,21.43389559,24.97511451,31.81600951,63.83134831,72.51766926,84.63184153,86.13069603,100,108.9992846,121.5516082,126.8140066,130.131345,133.9992099,141.5955636,156.2599179,154.1716629,
"Gambia, The",GMB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,0.845794932,0.918107988,0.838360989,0.898123308,0.979575338,1.030154323,1.062674015,1.051563671,1.271731925,1.43767496,1.605785039,1.96861862,2.095798419,2.31788899,2.313772775,2.349949234,2.690396212,2.76258202,3.011258778,4.198270202,5.899274486,6.990522982,7.669033587,8.72249594,9.766101879,22.85618172,23.30188428,24.50014239,25.42560985,26.43329048,28.64537879,26.93550192,28.39320317,27.70168824,28.31582987,28.82705452,31.82257314,35.92575695,69.76426846,72.63423462,73.58080687,76.82927066,78.73144498,82.2848355,86.92926386,90.90377717,94.39917304,100,105.2117231,115.4386839,124.4667079,129.3479419,136.0774172,
Guinea-Bissau,GNB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,0.02898467,0.029508503,0.030976372,0.034208417,0.037261322,0.039945272,0.04054992,0.041793114,0.044441076,0.04634316,0.051689694,0.052628917,0.061334948,0.075630325,0.120556115,0.159512022,0.339592824,0.65970476,1.18446585,2.360087557,3.073920529,5.160939412,8.514579231,12.69173689,15.64249982,22.63939597,31.52167172,42.28260142,45.69685153,51.32033635,92.83832243,99.1227163,100.9037676,95.84664647,94.51746999,100,97.72729571,102.0087582,114.7345615,111.9142048,115.232856,131.4018397,130.284224,129.0697803,128.8784251,144.4752775,153.2830678,162.385931,161.6959576,
Equatorial Guinea,GNQ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,8.380426676,9.590797305,13.4672064,16.80030953,21.10743374,32.24683686,31.3041297,31.77937981,33.04324082,31.4585328,34.71528586,35.94841188,30.4038365,29.58502609,36.84115218,39.67085995,39.99663561,34.73820847,23.77277512,33.08162941,54.49702958,47.97290273,47.21354432,47.51364395,55.55426555,88.51408391,100,103.0376539,123.4803645,97.75911939,122.1075279,142.9208861,149.8593836,148.2518814,146.3633857,116.8085926,109.4666795,123.3345724,137.1033397,
Greece,GRC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.010318698,1.021395102,1.069300379,1.081175641,1.117997378,1.163591213,1.220856399,1.247346576,1.265772034,1.306039275,1.355659813,1.395991687,1.466441896,1.773080419,2.176996031,2.462618082,2.867336742,3.261721758,3.71144945,4.459332888,5.31728404,6.466457286,8.226158112,9.921750827,12.09644523,14.39790925,17.11652246,19.72725077,23.01773058,26.35506511,31.80808559,38.10218784,43.74085986,50.05211792,55.64889008,61.09793816,65.76319339,70.07290555,73.64912441,76.31723594,77.53271801,80.22678768,82.91339936,85.77687525,88.4039306,90.38446106,93.54343653,96.74511664,100.9482888,103.5424287,104.2396543,105.0718579,104.6826802,102.2202295,100.3474616,100,99.75586107,100.3535406,100.9052479,
Grenada,GRD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,29.83546376,34.98902885,38.35552905,41.82642185,42.95937185,44.74803011,45.37158707,48.37174163,52.60334277,54.88372602,57.66048607,61.55917055,67.09727407,67.10796408,71.58400464,74.45565463,75.85797091,78.27841891,80.66837696,82.82471085,84.30288944,85.76796665,86.72984525,89.21294654,91.12582997,91.46495171,91.39445775,93.25081446,95.54969913,100,102.3194437,110.3491964,110.3382721,110.8675727,111.1165315,115.4795475,118.8548648,119.773984,123.0801384,126.3383397,128.3789958,129.6881328,
Greenland,GRL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,12.76163292,14.222552,15.03323653,16.18526241,18.70265493,21.77472571,24.647681,26.36860852,28.81488841,30.9767161,34.55739237,39.71570718,44.88544897,49.24702656,53.61564643,57.59589135,59.97436386,62.74561615,66.73011239,70.30007931,73.88017057,76.26300933,77.44179001,78.2487462,78.61524324,80.23147224,81.01782186,81.42024035,82.21687775,83.08875183,84.84200194,87.72854475,90.45083489,96.35996809,95.84112355,92.74624395,94.82226024,94.77720512,92.86901378,98.01268988,100,102.8840457,106.4287424,107.5647336,108.6299187,117.4771527,121.6332388,123.9917091,124.0244318,
